pdb_filename	pae_filename	pos_covered	uniprot_id
AF-Q8N5J4-F1-model_v4.pdb.gz	AF-Q8N5J4-F1-predicted_aligned_error_v4.json	[1, 248]	Q8N5J4
AF-Q00872-F1-model_v4.pdb.gz	AF-Q00872-F1-predicted_aligned_error_v4.json	[1, 1141]	Q00872
AF-P78380-F1-model_v4.pdb.gz	AF-P78380-F1-predicted_aligned_error_v4.json	[1, 273]	P78380
AF-Q8WUD6-F1-model_v4.pdb.gz	AF-Q8WUD6-F1-predicted_aligned_error_v4.json	[1, 406]	Q8WUD6
AF-Q8IZU3-F1-model_v4.pdb.gz	AF-Q8IZU3-F1-predicted_aligned_error_v4.json	[1, 236]	Q8IZU3
AF-Q3T906-F1-model_v4.pdb.gz	AF-Q3T906-F1-predicted_aligned_error_v4.json	[1, 1256]	Q3T906
AF-Q4KMG9-F1-model_v4.pdb.gz	AF-Q4KMG9-F1-predicted_aligned_error_v4.json	[1, 183]	Q4KMG9
AF-Q8N682-F1-model_v4.pdb.gz	AF-Q8N682-F1-predicted_aligned_error_v4.json	[1, 238]	Q8N682
AF-Q9Y3C0-F1-model_v4.pdb.gz	AF-Q9Y3C0-F1-predicted_aligned_error_v4.json	[1, 194]	Q9Y3C0
AF-Q8NFH4-F1-model_v4.pdb.gz	AF-Q8NFH4-F1-predicted_aligned_error_v4.json	[1, 326]	Q8NFH4
AF-Q9NWS1-F1-model_v4.pdb.gz	AF-Q9NWS1-F1-predicted_aligned_error_v4.json	[1, 579]	Q9NWS1
AF-Q9H0R8-F1-model_v4.pdb.gz	AF-Q9H0R8-F1-predicted_aligned_error_v4.json	[1, 117]	Q9H0R8
AF-P20382-F1-model_v4.pdb.gz	AF-P20382-F1-predicted_aligned_error_v4.json	[1, 165]	P20382
AF-P05019-F1-model_v4.pdb.gz	AF-P05019-F1-predicted_aligned_error_v4.json	[1, 195]	P05019
AF-Q8IUD2-F1-model_v4.pdb.gz	AF-Q8IUD2-F1-predicted_aligned_error_v4.json	[1, 1116]	Q8IUD2
AF-P00439-F1-model_v4.pdb.gz	AF-P00439-F1-predicted_aligned_error_v4.json	[1, 452]	P00439
AF-P50553-F1-model_v4.pdb.gz	AF-P50553-F1-predicted_aligned_error_v4.json	[1, 236]	P50553
AF-Q13241-F1-model_v4.pdb.gz	AF-Q13241-F1-predicted_aligned_error_v4.json	[1, 179]	Q13241
AF-Q96LP6-F1-model_v4.pdb.gz	AF-Q96LP6-F1-predicted_aligned_error_v4.json	[1, 360]	Q96LP6
AF-Q8WWQ8-F1-model_v4.pdb.gz	AF-Q8WWQ8-F1-predicted_aligned_error_v4.json	[1, 2551]	Q8WWQ8
AF-Q86UY8-F1-model_v4.pdb.gz	AF-Q86UY8-F1-predicted_aligned_error_v4.json	[1, 548]	Q86UY8
AF-P14625-F1-model_v4.pdb.gz	AF-P14625-F1-predicted_aligned_error_v4.json	[1, 803]	P14625
AF-Q69YU5-F1-model_v4.pdb.gz	AF-Q69YU5-F1-predicted_aligned_error_v4.json	[1, 71]	Q69YU5
AF-Q13569-F1-model_v4.pdb.gz	AF-Q13569-F1-predicted_aligned_error_v4.json	[1, 410]	Q13569
AF-Q9H1C3-F1-model_v4.pdb.gz	AF-Q9H1C3-F1-predicted_aligned_error_v4.json	[1, 349]	Q9H1C3
AF-Q9Y5Z7-F1-model_v4.pdb.gz	AF-Q9Y5Z7-F1-predicted_aligned_error_v4.json	[1, 792]	Q9Y5Z7
AF-O43908-F1-model_v4.pdb.gz	AF-O43908-F1-predicted_aligned_error_v4.json	[1, 158]	O43908
AF-P25208-F1-model_v4.pdb.gz	AF-P25208-F1-predicted_aligned_error_v4.json	[1, 207]	P25208
AF-Q07444-F1-model_v4.pdb.gz	AF-Q07444-F1-predicted_aligned_error_v4.json	[1, 240]	Q07444
AF-Q8N140-F1-model_v4.pdb.gz	AF-Q8N140-F1-predicted_aligned_error_v4.json	[1, 333]	Q8N140
AF-Q9NPF2-F1-model_v4.pdb.gz	AF-Q9NPF2-F1-predicted_aligned_error_v4.json	[1, 352]	Q9NPF2
AF-P26715-F1-model_v4.pdb.gz	AF-P26715-F1-predicted_aligned_error_v4.json	[1, 233]	P26715
AF-Q96JW4-F1-model_v4.pdb.gz	AF-Q96JW4-F1-predicted_aligned_error_v4.json	[1, 573]	Q96JW4
AF-Q8N5I9-F1-model_v4.pdb.gz	AF-Q8N5I9-F1-predicted_aligned_error_v4.json	[1, 185]	Q8N5I9
AF-Q3SY69-F1-model_v4.pdb.gz	AF-Q3SY69-F1-predicted_aligned_error_v4.json	[1, 923]	Q3SY69
AF-Q2VIR3-F1-model_v4.pdb.gz	AF-Q2VIR3-F1-predicted_aligned_error_v4.json	[1, 472]	Q2VIR3
AF-Q2M389-F1-model_v4.pdb.gz	AF-Q2M389-F1-predicted_aligned_error_v4.json	[1, 1173]	Q2M389
AF-Q8NEU8-F1-model_v4.pdb.gz	AF-Q8NEU8-F1-predicted_aligned_error_v4.json	[1, 664]	Q8NEU8
AF-Q8TAD7-F1-model_v4.pdb.gz	AF-Q8TAD7-F1-predicted_aligned_error_v4.json	[1, 63]	Q8TAD7
AF-Q96A72-F1-model_v4.pdb.gz	AF-Q96A72-F1-predicted_aligned_error_v4.json	[1, 148]	Q96A72
AF-O60285-F1-model_v4.pdb.gz	AF-O60285-F1-predicted_aligned_error_v4.json	[1, 661]	O60285
AF-Q6J9G0-F1-model_v4.pdb.gz	AF-Q6J9G0-F1-predicted_aligned_error_v4.json	[1, 422]	Q6J9G0
AF-Q07065-F1-model_v4.pdb.gz	AF-Q07065-F1-predicted_aligned_error_v4.json	[1, 602]	Q07065
AF-Q8N4U5-F1-model_v4.pdb.gz	AF-Q8N4U5-F1-predicted_aligned_error_v4.json	[1, 519]	Q8N4U5
AF-Q9NW08-F1-model_v4.pdb.gz	AF-Q9NW08-F1-predicted_aligned_error_v4.json	[1, 1133]	Q9NW08
AF-Q33E94-F1-model_v4.pdb.gz	AF-Q33E94-F1-predicted_aligned_error_v4.json	[1, 735]	Q33E94
AF-Q9NVN3-F1-model_v4.pdb.gz	AF-Q9NVN3-F1-predicted_aligned_error_v4.json	[1, 520]	Q9NVN3
AF-Q8WUH6-F1-model_v4.pdb.gz	AF-Q8WUH6-F1-predicted_aligned_error_v4.json	[1, 116]	Q8WUH6
AF-Q49AM1-F1-model_v4.pdb.gz	AF-Q49AM1-F1-predicted_aligned_error_v4.json	[1, 385]	Q49AM1
AF-Q16526-F1-model_v4.pdb.gz	AF-Q16526-F1-predicted_aligned_error_v4.json	[1, 586]	Q16526
AF-P16989-F1-model_v4.pdb.gz	AF-P16989-F1-predicted_aligned_error_v4.json	[1, 372]	P16989
AF-A6QL63-F1-model_v4.pdb.gz	AF-A6QL63-F1-predicted_aligned_error_v4.json	[1, 1104]	A6QL63
AF-Q13610-F1-model_v4.pdb.gz	AF-Q13610-F1-predicted_aligned_error_v4.json	[1, 501]	Q13610
AF-Q9UKN5-F1-model_v4.pdb.gz	AF-Q9UKN5-F1-predicted_aligned_error_v4.json	[1, 801]	Q9UKN5
AF-Q6XD76-F1-model_v4.pdb.gz	AF-Q6XD76-F1-predicted_aligned_error_v4.json	[1, 172]	Q6XD76
AF-Q9NYW3-F1-model_v4.pdb.gz	AF-Q9NYW3-F1-predicted_aligned_error_v4.json	[1, 318]	Q9NYW3
AF-Q9NYW2-F1-model_v4.pdb.gz	AF-Q9NYW2-F1-predicted_aligned_error_v4.json	[1, 309]	Q9NYW2
AF-Q9NYW1-F1-model_v4.pdb.gz	AF-Q9NYW1-F1-predicted_aligned_error_v4.json	[1, 312]	Q9NYW1
AF-Q2TBF2-F1-model_v4.pdb.gz	AF-Q2TBF2-F1-predicted_aligned_error_v4.json	[1, 565]	Q2TBF2
AF-Q9NYW0-F1-model_v4.pdb.gz	AF-Q9NYW0-F1-predicted_aligned_error_v4.json	[1, 307]	Q9NYW0
AF-Q99788-F1-model_v4.pdb.gz	AF-Q99788-F1-predicted_aligned_error_v4.json	[1, 373]	Q99788
AF-Q16378-F1-model_v4.pdb.gz	AF-Q16378-F1-predicted_aligned_error_v4.json	[1, 134]	Q16378
AF-Q9BVA6-F1-model_v4.pdb.gz	AF-Q9BVA6-F1-predicted_aligned_error_v4.json	[1, 458]	Q9BVA6
AF-Q15020-F1-model_v4.pdb.gz	AF-Q15020-F1-predicted_aligned_error_v4.json	[1, 963]	Q15020
AF-Q9H1K1-F1-model_v4.pdb.gz	AF-Q9H1K1-F1-predicted_aligned_error_v4.json	[1, 167]	Q9H1K1
AF-Q4V9L6-F1-model_v4.pdb.gz	AF-Q4V9L6-F1-predicted_aligned_error_v4.json	[1, 283]	Q4V9L6
AF-Q14242-F1-model_v4.pdb.gz	AF-Q14242-F1-predicted_aligned_error_v4.json	[1, 412]	Q14242
AF-Q9ULV4-F1-model_v4.pdb.gz	AF-Q9ULV4-F1-predicted_aligned_error_v4.json	[1, 474]	Q9ULV4
AF-Q8WYL5-F1-model_v4.pdb.gz	AF-Q8WYL5-F1-predicted_aligned_error_v4.json	[1, 1049]	Q8WYL5
AF-P14920-F1-model_v4.pdb.gz	AF-P14920-F1-predicted_aligned_error_v4.json	[1, 347]	P14920
AF-Q8N4V2-F1-model_v4.pdb.gz	AF-Q8N4V2-F1-predicted_aligned_error_v4.json	[1, 548]	Q8N4V2
AF-Q70CQ3-F1-model_v4.pdb.gz	AF-Q70CQ3-F1-predicted_aligned_error_v4.json	[1, 517]	Q70CQ3
AF-Q9NYV9-F1-model_v4.pdb.gz	AF-Q9NYV9-F1-predicted_aligned_error_v4.json	[1, 303]	Q9NYV9
AF-Q6NS38-F1-model_v4.pdb.gz	AF-Q6NS38-F1-predicted_aligned_error_v4.json	[1, 261]	Q6NS38
AF-P13051-F1-model_v4.pdb.gz	AF-P13051-F1-predicted_aligned_error_v4.json	[1, 313]	P13051
AF-O00763-F1-model_v4.pdb.gz	AF-O00763-F1-predicted_aligned_error_v4.json	[1, 2458]	O00763
AF-Q96NZ1-F1-model_v4.pdb.gz	AF-Q96NZ1-F1-predicted_aligned_error_v4.json	[1, 517]	Q96NZ1
AF-Q9NYV8-F1-model_v4.pdb.gz	AF-Q9NYV8-F1-predicted_aligned_error_v4.json	[1, 317]	Q9NYV8
AF-Q9H3F6-F1-model_v4.pdb.gz	AF-Q9H3F6-F1-predicted_aligned_error_v4.json	[1, 313]	Q9H3F6
AF-Q7Z3V4-F1-model_v4.pdb.gz	AF-Q7Z3V4-F1-predicted_aligned_error_v4.json	[1, 1068]	Q7Z3V4
AF-Q96EY8-F1-model_v4.pdb.gz	AF-Q96EY8-F1-predicted_aligned_error_v4.json	[1, 250]	Q96EY8
AF-Q03426-F1-model_v4.pdb.gz	AF-Q03426-F1-predicted_aligned_error_v4.json	[1, 396]	Q03426
AF-Q5U5X8-F1-model_v4.pdb.gz	AF-Q5U5X8-F1-predicted_aligned_error_v4.json	[1, 452]	Q5U5X8
AF-Q9HBA0-F1-model_v4.pdb.gz	AF-Q9HBA0-F1-predicted_aligned_error_v4.json	[1, 871]	Q9HBA0
AF-Q9NZD2-F1-model_v4.pdb.gz	AF-Q9NZD2-F1-predicted_aligned_error_v4.json	[1, 209]	Q9NZD2
AF-P59544-F1-model_v4.pdb.gz	AF-P59544-F1-predicted_aligned_error_v4.json	[1, 299]	P59544
AF-Q9BT92-F1-model_v4.pdb.gz	AF-Q9BT92-F1-predicted_aligned_error_v4.json	[1, 498]	Q9BT92
AF-Q14161-F1-model_v4.pdb.gz	AF-Q14161-F1-predicted_aligned_error_v4.json	[1, 759]	Q14161
AF-P59543-F1-model_v4.pdb.gz	AF-P59543-F1-predicted_aligned_error_v4.json	[1, 309]	P59543
AF-Q8IZ07-F1-model_v4.pdb.gz	AF-Q8IZ07-F1-predicted_aligned_error_v4.json	[1, 590]	Q8IZ07
AF-Q8WYA0-F1-model_v4.pdb.gz	AF-Q8WYA0-F1-predicted_aligned_error_v4.json	[1, 676]	Q8WYA0
AF-P59542-F1-model_v4.pdb.gz	AF-P59542-F1-predicted_aligned_error_v4.json	[1, 299]	P59542
AF-P16615-F1-model_v4.pdb.gz	AF-P16615-F1-predicted_aligned_error_v4.json	[1, 1042]	P16615
AF-P59538-F1-model_v4.pdb.gz	AF-P59538-F1-predicted_aligned_error_v4.json	[1, 309]	P59538
AF-O15145-F1-model_v4.pdb.gz	AF-O15145-F1-predicted_aligned_error_v4.json	[1, 178]	O15145
AF-Q9UHW5-F1-model_v4.pdb.gz	AF-Q9UHW5-F1-predicted_aligned_error_v4.json	[1, 284]	Q9UHW5
AF-Q8WUB2-F1-model_v4.pdb.gz	AF-Q8WUB2-F1-predicted_aligned_error_v4.json	[1, 273]	Q8WUB2
AF-Q9UBQ0-F1-model_v4.pdb.gz	AF-Q9UBQ0-F1-predicted_aligned_error_v4.json	[1, 182]	Q9UBQ0
AF-Q8NI37-F1-model_v4.pdb.gz	AF-Q8NI37-F1-predicted_aligned_error_v4.json	[1, 304]	Q8NI37
AF-P59540-F1-model_v4.pdb.gz	AF-P59540-F1-predicted_aligned_error_v4.json	[1, 309]	P59540
AF-Q2MV58-F1-model_v4.pdb.gz	AF-Q2MV58-F1-predicted_aligned_error_v4.json	[1, 587]	Q2MV58
AF-Q96D96-F1-model_v4.pdb.gz	AF-Q96D96-F1-predicted_aligned_error_v4.json	[1, 273]	Q96D96
AF-P36873-F1-model_v4.pdb.gz	AF-P36873-F1-predicted_aligned_error_v4.json	[1, 323]	P36873
AF-Q8NA47-F1-model_v4.pdb.gz	AF-Q8NA47-F1-predicted_aligned_error_v4.json	[1, 563]	Q8NA47
AF-P10916-F1-model_v4.pdb.gz	AF-P10916-F1-predicted_aligned_error_v4.json	[1, 166]	P10916
AF-P59537-F1-model_v4.pdb.gz	AF-P59537-F1-predicted_aligned_error_v4.json	[1, 309]	P59537
AF-O14529-F1-model_v4.pdb.gz	AF-O14529-F1-predicted_aligned_error_v4.json	[1, 1486]	O14529
AF-P59541-F1-model_v4.pdb.gz	AF-P59541-F1-predicted_aligned_error_v4.json	[1, 319]	P59541
AF-Q8N4B1-F1-model_v4.pdb.gz	AF-Q8N4B1-F1-predicted_aligned_error_v4.json	[1, 249]	Q8N4B1
AF-Q9UQQ2-F1-model_v4.pdb.gz	AF-Q9UQQ2-F1-predicted_aligned_error_v4.json	[1, 575]	Q9UQQ2
AF-Q99700-F1-model_v4.pdb.gz	AF-Q99700-F1-predicted_aligned_error_v4.json	[1, 1313]	Q99700
AF-Q7Z569-F1-model_v4.pdb.gz	AF-Q7Z569-F1-predicted_aligned_error_v4.json	[1, 592]	Q7Z569
AF-Q6JQN1-F1-model_v4.pdb.gz	AF-Q6JQN1-F1-predicted_aligned_error_v4.json	[1, 1059]	Q6JQN1
AF-P0DMW3-F1-model_v4.pdb.gz	AF-P0DMW3-F1-predicted_aligned_error_v4.json	[1, 68]	P0DMW3
AF-P05091-F1-model_v4.pdb.gz	AF-P05091-F1-predicted_aligned_error_v4.json	[1, 517]	P05091
AF-Q8IW41-F1-model_v4.pdb.gz	AF-Q8IW41-F1-predicted_aligned_error_v4.json	[1, 473]	Q8IW41
AF-Q8NCL8-F1-model_v4.pdb.gz	AF-Q8NCL8-F1-predicted_aligned_error_v4.json	[1, 245]	Q8NCL8
AF-P30040-F1-model_v4.pdb.gz	AF-P30040-F1-predicted_aligned_error_v4.json	[1, 261]	P30040
AF-Q14CX7-F1-model_v4.pdb.gz	AF-Q14CX7-F1-predicted_aligned_error_v4.json	[1, 972]	Q14CX7
AF-O14545-F1-model_v4.pdb.gz	AF-O14545-F1-predicted_aligned_error_v4.json	[1, 582]	O14545
AF-Q02878-F1-model_v4.pdb.gz	AF-Q02878-F1-predicted_aligned_error_v4.json	[1, 288]	Q02878
AF-Q06124-F1-model_v4.pdb.gz	AF-Q06124-F1-predicted_aligned_error_v4.json	[1, 593]	Q06124
AF-Q9Y2J0-F1-model_v4.pdb.gz	AF-Q9Y2J0-F1-predicted_aligned_error_v4.json	[1, 694]	Q9Y2J0
AF-P00973-F1-model_v4.pdb.gz	AF-P00973-F1-predicted_aligned_error_v4.json	[1, 400]	P00973
AF-Q9Y6K5-F1-model_v4.pdb.gz	AF-Q9Y6K5-F1-predicted_aligned_error_v4.json	[1, 1087]	Q9Y6K5
AF-P29728-F1-model_v4.pdb.gz	AF-P29728-F1-predicted_aligned_error_v4.json	[1, 719]	P29728
AF-Q86Y01-F1-model_v4.pdb.gz	AF-Q86Y01-F1-predicted_aligned_error_v4.json	[1, 620]	Q86Y01
AF-O95294-F1-model_v4.pdb.gz	AF-O95294-F1-predicted_aligned_error_v4.json	[1, 804]	O95294
AF-A6NFT4-F1-model_v4.pdb.gz	AF-A6NFT4-F1-predicted_aligned_error_v4.json	[1, 308]	A6NFT4
AF-Q8TDD1-F1-model_v4.pdb.gz	AF-Q8TDD1-F1-predicted_aligned_error_v4.json	[1, 881]	Q8TDD1
AF-Q96K30-F1-model_v4.pdb.gz	AF-Q96K30-F1-predicted_aligned_error_v4.json	[1, 269]	Q96K30
AF-Q96DY2-F1-model_v4.pdb.gz	AF-Q96DY2-F1-predicted_aligned_error_v4.json	[1, 449]	Q96DY2
AF-Q9ULQ1-F1-model_v4.pdb.gz	AF-Q9ULQ1-F1-predicted_aligned_error_v4.json	[1, 816]	Q9ULQ1
AF-Q6J4K2-F1-model_v4.pdb.gz	AF-Q6J4K2-F1-predicted_aligned_error_v4.json	[1, 584]	Q6J4K2
AF-Q8NHP8-F1-model_v4.pdb.gz	AF-Q8NHP8-F1-predicted_aligned_error_v4.json	[1, 589]	Q8NHP8
AF-P20132-F1-model_v4.pdb.gz	AF-P20132-F1-predicted_aligned_error_v4.json	[1, 328]	P20132
AF-Q96GA7-F1-model_v4.pdb.gz	AF-Q96GA7-F1-predicted_aligned_error_v4.json	[1, 329]	Q96GA7
AF-Q9H2C1-F1-model_v4.pdb.gz	AF-Q9H2C1-F1-predicted_aligned_error_v4.json	[1, 402]	Q9H2C1
AF-Q9Y4C8-F1-model_v4.pdb.gz	AF-Q9Y4C8-F1-predicted_aligned_error_v4.json	[1, 960]	Q9Y4C8
AF-Q99593-F1-model_v4.pdb.gz	AF-Q99593-F1-predicted_aligned_error_v4.json	[1, 518]	Q99593
AF-O15119-F1-model_v4.pdb.gz	AF-O15119-F1-predicted_aligned_error_v4.json	[1, 743]	O15119
AF-Q71F56-F1-model_v4.pdb.gz	AF-Q71F56-F1-predicted_aligned_error_v4.json	[1, 2210]	Q71F56
AF-P41212-F1-model_v4.pdb.gz	AF-P41212-F1-predicted_aligned_error_v4.json	[1, 452]	P41212
AF-A6NCE7-F1-model_v4.pdb.gz	AF-A6NCE7-F1-predicted_aligned_error_v4.json	[1, 125]	A6NCE7
AF-Q9H741-F1-model_v4.pdb.gz	AF-Q9H741-F1-predicted_aligned_error_v4.json	[1, 205]	Q9H741
AF-Q96EX2-F1-model_v4.pdb.gz	AF-Q96EX2-F1-predicted_aligned_error_v4.json	[1, 444]	Q96EX2
AF-O00198-F1-model_v4.pdb.gz	AF-O00198-F1-predicted_aligned_error_v4.json	[1, 91]	O00198
AF-Q8N3Y1-F1-model_v4.pdb.gz	AF-Q8N3Y1-F1-predicted_aligned_error_v4.json	[1, 598]	Q8N3Y1
AF-Q96BS2-F1-model_v4.pdb.gz	AF-Q96BS2-F1-predicted_aligned_error_v4.json	[1, 214]	Q96BS2
AF-O94952-F1-model_v4.pdb.gz	AF-O94952-F1-predicted_aligned_error_v4.json	[1, 628]	O94952
AF-P29475-F1-model_v4.pdb.gz	AF-P29475-F1-predicted_aligned_error_v4.json	[1, 1434]	P29475
AF-Q6VAB6-F1-model_v4.pdb.gz	AF-Q6VAB6-F1-predicted_aligned_error_v4.json	[1, 950]	Q6VAB6
AF-P40937-F1-model_v4.pdb.gz	AF-P40937-F1-predicted_aligned_error_v4.json	[1, 340]	P40937
AF-Q9NYS7-F1-model_v4.pdb.gz	AF-Q9NYS7-F1-predicted_aligned_error_v4.json	[1, 404]	Q9NYS7
AF-Q8N0Z9-F1-model_v4.pdb.gz	AF-Q8N0Z9-F1-predicted_aligned_error_v4.json	[1, 540]	Q8N0Z9
AF-P30086-F1-model_v4.pdb.gz	AF-P30086-F1-predicted_aligned_error_v4.json	[1, 187]	P30086
AF-Q9H2K8-F1-model_v4.pdb.gz	AF-Q9H2K8-F1-predicted_aligned_error_v4.json	[1, 898]	Q9H2K8
AF-Q9H7L9-F1-model_v4.pdb.gz	AF-Q9H7L9-F1-predicted_aligned_error_v4.json	[1, 328]	Q9H7L9
AF-A7MD48-F1-model_v4.pdb.gz	AF-A7MD48-F1-predicted_aligned_error_v4.json	[1, 611]	A7MD48
AF-Q9UJY1-F1-model_v4.pdb.gz	AF-Q9UJY1-F1-predicted_aligned_error_v4.json	[1, 196]	Q9UJY1
AF-Q8IWA6-F1-model_v4.pdb.gz	AF-Q8IWA6-F1-predicted_aligned_error_v4.json	[1, 550]	Q8IWA6
AF-B4DJY2-F1-model_v4.pdb.gz	AF-B4DJY2-F1-predicted_aligned_error_v4.json	[1, 109]	B4DJY2
AF-Q9Y478-F1-model_v4.pdb.gz	AF-Q9Y478-F1-predicted_aligned_error_v4.json	[1, 270]	Q9Y478
AF-O14578-F1-model_v4.pdb.gz	AF-O14578-F1-predicted_aligned_error_v4.json	[1, 2027]	O14578
AF-Q6ZP65-F1-model_v4.pdb.gz	AF-Q6ZP65-F1-predicted_aligned_error_v4.json	[1, 573]	Q6ZP65
AF-Q15286-F1-model_v4.pdb.gz	AF-Q15286-F1-predicted_aligned_error_v4.json	[1, 201]	Q15286
AF-P05388-F1-model_v4.pdb.gz	AF-P05388-F1-predicted_aligned_error_v4.json	[1, 317]	P05388
AF-P49023-F1-model_v4.pdb.gz	AF-P49023-F1-predicted_aligned_error_v4.json	[1, 591]	P49023
AF-Q9Y6E7-F1-model_v4.pdb.gz	AF-Q9Y6E7-F1-predicted_aligned_error_v4.json	[1, 314]	Q9Y6E7
AF-P04054-F1-model_v4.pdb.gz	AF-P04054-F1-predicted_aligned_error_v4.json	[1, 148]	P04054
AF-O43347-F1-model_v4.pdb.gz	AF-O43347-F1-predicted_aligned_error_v4.json	[1, 362]	O43347
AF-P12074-F1-model_v4.pdb.gz	AF-P12074-F1-predicted_aligned_error_v4.json	[1, 109]	P12074
AF-O43715-F1-model_v4.pdb.gz	AF-O43715-F1-predicted_aligned_error_v4.json	[1, 76]	O43715
AF-O43716-F1-model_v4.pdb.gz	AF-O43716-F1-predicted_aligned_error_v4.json	[1, 136]	O43716
AF-Q13242-F1-model_v4.pdb.gz	AF-Q13242-F1-predicted_aligned_error_v4.json	[1, 221]	Q13242
AF-P63167-F1-model_v4.pdb.gz	AF-P63167-F1-predicted_aligned_error_v4.json	[1, 89]	P63167
AF-Q5HYK3-F1-model_v4.pdb.gz	AF-Q5HYK3-F1-predicted_aligned_error_v4.json	[1, 327]	Q5HYK3
AF-Q8N5U6-F1-model_v4.pdb.gz	AF-Q8N5U6-F1-predicted_aligned_error_v4.json	[1, 811]	Q8N5U6
AF-Q969H6-F1-model_v4.pdb.gz	AF-Q969H6-F1-predicted_aligned_error_v4.json	[1, 163]	Q969H6
AF-Q9NZU7-F1-model_v4.pdb.gz	AF-Q9NZU7-F1-predicted_aligned_error_v4.json	[1, 370]	Q9NZU7
AF-Q14165-F1-model_v4.pdb.gz	AF-Q14165-F1-predicted_aligned_error_v4.json	[1, 292]	Q14165
AF-A6NIH7-F1-model_v4.pdb.gz	AF-A6NIH7-F1-predicted_aligned_error_v4.json	[1, 251]	A6NIH7
AF-P16219-F1-model_v4.pdb.gz	AF-P16219-F1-predicted_aligned_error_v4.json	[1, 412]	P16219
AF-Q8TCT6-F1-model_v4.pdb.gz	AF-Q8TCT6-F1-predicted_aligned_error_v4.json	[1, 384]	Q8TCT6
AF-Q9BZR8-F1-model_v4.pdb.gz	AF-Q9BZR8-F1-predicted_aligned_error_v4.json	[1, 327]	Q9BZR8
AF-Q96C57-F1-model_v4.pdb.gz	AF-Q96C57-F1-predicted_aligned_error_v4.json	[1, 262]	Q96C57
AF-Q15646-F1-model_v4.pdb.gz	AF-Q15646-F1-predicted_aligned_error_v4.json	[1, 514]	Q15646
AF-Q99572-F1-model_v4.pdb.gz	AF-Q99572-F1-predicted_aligned_error_v4.json	[1, 595]	Q99572
AF-Q99571-F1-model_v4.pdb.gz	AF-Q99571-F1-predicted_aligned_error_v4.json	[1, 388]	Q99571
AF-O75581-F1-model_v4.pdb.gz	AF-O75581-F1-predicted_aligned_error_v4.json	[1, 1613]	O75581
AF-Q96RR4-F1-model_v4.pdb.gz	AF-Q96RR4-F1-predicted_aligned_error_v4.json	[1, 588]	Q96RR4
AF-Q9UJX4-F1-model_v4.pdb.gz	AF-Q9UJX4-F1-predicted_aligned_error_v4.json	[1, 755]	Q9UJX4
AF-Q969K3-F1-model_v4.pdb.gz	AF-Q969K3-F1-predicted_aligned_error_v4.json	[1, 372]	Q969K3
AF-Q8NHM5-F1-model_v4.pdb.gz	AF-Q8NHM5-F1-predicted_aligned_error_v4.json	[1, 1336]	Q8NHM5
AF-Q96D31-F1-model_v4.pdb.gz	AF-Q96D31-F1-predicted_aligned_error_v4.json	[1, 301]	Q96D31
AF-Q6PF18-F1-model_v4.pdb.gz	AF-Q6PF18-F1-predicted_aligned_error_v4.json	[1, 240]	Q6PF18
AF-A0PK00-F1-model_v4.pdb.gz	AF-A0PK00-F1-predicted_aligned_error_v4.json	[1, 339]	A0PK00
AF-Q9HBH0-F1-model_v4.pdb.gz	AF-Q9HBH0-F1-predicted_aligned_error_v4.json	[1, 211]	Q9HBH0
AF-Q9UPS6-F1-model_v4.pdb.gz	AF-Q9UPS6-F1-predicted_aligned_error_v4.json	[1, 1966]	Q9UPS6
AF-O00233-F1-model_v4.pdb.gz	AF-O00233-F1-predicted_aligned_error_v4.json	[1, 223]	O00233
AF-Q8TBY9-F1-model_v4.pdb.gz	AF-Q8TBY9-F1-predicted_aligned_error_v4.json	[1, 1149]	Q8TBY9
AF-Q4VC05-F1-model_v4.pdb.gz	AF-Q4VC05-F1-predicted_aligned_error_v4.json	[1, 210]	Q4VC05
AF-Q9HAP2-F1-model_v4.pdb.gz	AF-Q9HAP2-F1-predicted_aligned_error_v4.json	[1, 919]	Q9HAP2
AF-Q6EBC2-F1-model_v4.pdb.gz	AF-Q6EBC2-F1-predicted_aligned_error_v4.json	[1, 164]	Q6EBC2
AF-Q8N309-F1-model_v4.pdb.gz	AF-Q8N309-F1-predicted_aligned_error_v4.json	[1, 656]	Q8N309
AF-Q9C0J1-F1-model_v4.pdb.gz	AF-Q9C0J1-F1-predicted_aligned_error_v4.json	[1, 378]	Q9C0J1
AF-Q9NR28-F1-model_v4.pdb.gz	AF-Q9NR28-F1-predicted_aligned_error_v4.json	[1, 239]	Q9NR28
AF-Q96AX1-F1-model_v4.pdb.gz	AF-Q96AX1-F1-predicted_aligned_error_v4.json	[1, 596]	Q96AX1
AF-P30622-F1-model_v4.pdb.gz	AF-P30622-F1-predicted_aligned_error_v4.json	[1, 1438]	P30622
AF-Q6NZY4-F1-model_v4.pdb.gz	AF-Q6NZY4-F1-predicted_aligned_error_v4.json	[1, 707]	Q6NZY4
AF-Q7L4I2-F1-model_v4.pdb.gz	AF-Q7L4I2-F1-predicted_aligned_error_v4.json	[1, 434]	Q7L4I2
AF-P50748-F1-model_v4.pdb.gz	AF-P50748-F1-predicted_aligned_error_v4.json	[1, 2209]	P50748
AF-Q8TDS4-F1-model_v4.pdb.gz	AF-Q8TDS4-F1-predicted_aligned_error_v4.json	[1, 363]	Q8TDS4
AF-P49019-F1-model_v4.pdb.gz	AF-P49019-F1-predicted_aligned_error_v4.json	[1, 387]	P49019
